SA22018_V1,SA22018__1,LAND_AREA_,AREA_SQ_KM,EASTING,NORTHING,LATITUDE,LONGITUDE,SA22018_name,SA2_average_NZDep2018,SA2_average_NZDep2018_score,URPopnSA2_2018,TALB2018_V,TALB2018_1
"127300",Northcote South (Auckland),1.140265300000000,1.140265300000000,1755086.314599999925122,5925183.723500000312924,-36.806493039999999,174.738539699999990,Northcote South (Auckland),"3","944","2496","07604",Kaipatiki Local Board Area
"127400",Birkenhead South,1.361686930000000,1.361686930000000,1754333.167300000088289,5924140.150349999777973,-36.816019359999999,174.730311980000010,Birkenhead South,"1","900","3018","07604",Kaipatiki Local Board Area
"128100",Northcote Tuff Crater,1.113499650000000,1.214391610000000,1756187.022649999940768,5925049.263199999928474,-36.807523600000003,174.750901180000000,Northcote Tuff Crater,"3","940","2214","07604",Kaipatiki Local Board Area
"128200",Northcote Point (Auckland),1.173163920000000,1.173163920000000,1755600.200249999994412,5924106.113149999640882,-36.816118539999998,174.744518379999988,Northcote Point (Auckland),"2","914","3246","07604",Kaipatiki Local Board Area
"203700",Monika Reserve,14.180858100000000,14.180858100000000,1922290.050150000024587,5777213.656700000166893,-38.095440040000000,176.675003080000010,Monika Reserve,"9","1109","3144","02600",Kawerau District
"203800",Kawerau Industrial,5.837278650000000,5.837278650000000,1926499.669699999969453,5779737.602350000292063,-38.071230270000001,176.721759179999992,Kawerau Industrial,,,"30","02600",Kawerau District
"203900",Tarawera Park,3.613788120000000,3.613788120000000,1925326.630649999948218,5777659.447399999946356,-38.090343310000002,176.709359019999994,Tarawera Park,"10","1239","3972","02600",Kawerau District
"204000",Inlet Ohiwa Harbour East,0.000000000000000,10.848620009999999,1961506.594299999997020,5784472.208250000141561,-38.015366960000001,177.117509280000007,Inlet Ohiwa Harbour East,,,"0","02700",Opotiki District
"204100",Waiotahi,141.775487209999994,141.775487209999994,1968745.472999999998137,5780659.258750000037253,-38.046726149999998,177.201717699999989,Waiotahi,"8","1039","1518","02700",Opotiki District
"204200",Cape Runaway,1568.597636599999987,1568.597636599999987,2021440.981699999887496,5799318.954549999907613,-37.856171430000003,177.789428719999989,Cape Runaway,"10","1208","1449","02700",Opotiki District
"204300",Woodlands,4.471658160000000,4.471658160000000,1973986.375549999997020,5783776.368049999698997,-38.016561940000003,177.259659040000003,Woodlands,"7","1019","1047","02700",Opotiki District
"204400",Opotiki,5.680048380000000,5.680048380000000,1976390.189049999928102,5784049.163649999536574,-38.013115900000003,177.286824730000006,Opotiki,"10","1261","3759","02700",Opotiki District
"204500",Otara-Tirohanga,113.322295359999998,113.322295359999998,1981683.500250000040978,5782095.724650000222027,-38.028459679999997,177.347992299999987,Otara-Tirohanga (Opotiki District),"9","1084","1176","02700",Opotiki District
"204600",Oponae,1255.371794379999983,1255.371794379999983,1983762.604850000003353,5762488.093100000172853,-38.203783549999997,177.382150209999992,Oponae,"10","1270","330","02700",Opotiki District
"204700",East Cape,991.271757739999998,991.271757739999998,2063341.297950000036508,5816176.038649999536574,-37.684573030000003,178.253096340000013,East Cape,"10","1254","1389","02800",Gisborne District
"204800",Waipaoa,2277.785310119999849,2277.785310119999849,2011476.635749999899417,5745819.592100000008941,-38.341275480000000,177.707339679999990,Waipaoa,"9","1064","1953","02800",Gisborne District
"204900",Ruatoria-Raukumara,693.299979679999979,693.299979679999979,2057164.145999999949709,5796219.083200000226498,-37.866806320000002,178.195885470000007,Ruatoria-Raukumara,"10","1250","1233","02800",Gisborne District
"205000",Tokomaru,1144.927206569999953,1144.927206569999953,2050954.451099999947473,5772915.468500000424683,-38.079086320000002,178.140177389999991,Tokomaru,"10","1201","954","02800",Gisborne District
"205100",Hangaroa,1870.113103409999894,1870.113103409999894,2003113.507250000024214,5708709.815849999897182,-38.678420840000001,177.633314839999997,Hangaroa,"6","999","1539","02800",Gisborne District
"205200",Wharekaka,1198.043369989999974,1198.043369989999974,2050224.426449999911711,5733609.738300000317395,-38.432262199999997,178.156829210000012,Wharekaka,"9","1103","1851","02800",Gisborne District
"205300",Te Arai,54.605337509999998,54.605337509999998,2026187.959000000031665,5709750.703599999658763,-38.658279710000002,177.897014909999996,Te Arai,"8","1050","1128","02800",Gisborne District
"205400",Hexton,119.609977830000005,119.609977830000005,2032610.095200000097975,5713644.047199999913573,-38.620216159999998,177.968131519999986,Hexton,"3","938","2946","02800",Gisborne District
"205500",Lytton,0.856608150000000,0.856608150000000,2035193.385400000028312,5711510.260449999943376,-38.638110279999999,177.999027189999993,Lytton,"3","937","1371","02800",Gisborne District
"205600",Makaraka-Awapuni,8.182299820000001,8.182299820000001,2032767.911349999951199,5709441.100250000134110,-38.657873029999998,177.972550680000012,Makaraka-Awapuni,"8","1042","969","02800",Gisborne District
"205700",Riverdale,1.243033660000000,1.243033660000000,2035040.680399999953806,5710883.179200000129640,-38.643814810000002,177.997671230000009,Riverdale,"7","1011","1275","02800",Gisborne District
"205800",Te Hapara North,1.200512100000000,1.200512100000000,2035252.069900000002235,5710161.194749999791384,-38.650192779999998,178.000542690000003,Te Hapara North,"7","1026","2013","02800",Gisborne District
"205900",Mangapapa North,0.619896920000000,0.619896920000000,2036328.281600000103936,5711295.782650000415742,-38.639478529999998,178.012151840000001,Mangapapa North,"9","1099","1425","02800",Gisborne District
"206000",Elgin,1.044558940000000,1.044558940000000,2034464.621950000058860,5709183.200050000101328,-38.659358830000002,177.992138629999999,Elgin,"10","1218","2583","02800",Gisborne District
"206100",Te Hapara South,0.864430010000000,0.864430010000000,2035541.995600000023842,5709436.166199999861419,-38.656559399999999,178.004315780000013,Te Hapara South,"10","1133","2178","02800",Gisborne District
"206200",Mangapapa East,1.657177670000000,1.657177670000000,2037114.505649999948218,5710799.481350000016391,-38.643547060000003,178.021462820000011,Mangapapa East,"6","997","1179","02800",Gisborne District
"206300",Mangapapa South,0.844982270000000,0.844982270000000,2036453.016599999973550,5710219.526499999687076,-38.649079110000002,178.014254599999987,Mangapapa South,"10","1128","1926","02800",Gisborne District
"206400",Te Hapara East,0.948226390000000,0.948226390000000,2036668.352500000037253,5709434.071750000119209,-38.656024400000000,178.017212769999986,Te Hapara East,"9","1108","1992","02800",Gisborne District
"206500",Centennial Crescent,0.818975840000000,0.818975840000000,2035949.040849999990314,5708715.816599999554455,-38.662826279999997,178.009427700000003,Centennial Crescent,"10","1203","1566","02800",Gisborne District
"206600",Whataupoko East,2.546576620000000,2.546576620000000,2037994.024999999906868,5710043.159300000406802,-38.649902959999999,178.032006459999991,Whataupoko East,"2","926","1812","02800",Gisborne District
"206700",Whataupoko West,1.095791020000000,1.095791020000000,2037678.939599999925122,5709116.213849999941885,-38.658379760000003,178.028982740000004,Whataupoko West,"6","989","2052","02800",Gisborne District
"206800",Gisborne Central,1.588328320000000,1.588328320000000,2037100.021200000075623,5708100.626649999991059,-38.667782369999998,178.022993130000003,Gisborne Central,"9","1112","300","02800",Gisborne District
"206900",Kaiti North,1.327922860000000,1.327922860000000,2038989.347599999979138,5708013.194550000131130,-38.667633809999998,178.044681819999994,Kaiti North,"7","1009","2178","02800",Gisborne District
"207000",Kaiti South,3.413724870000000,3.413724870000000,2038440.717050000093877,5706752.440349999815226,-38.679223010000001,178.039195290000009,Kaiti South,"10","1212","3060","02800",Gisborne District
"207100",Outer Kaiti,1.453930220000000,1.453930220000000,2040012.302850000094622,5707759.973600000143051,-38.669399830000003,178.056555029999998,Outer Kaiti,"10","1265","2565","02800",Gisborne District
"207200",Tamarau,1.114727250000000,1.114727250000000,2039681.929100000066683,5706705.161949999630451,-38.679032520000000,178.053439559999987,Tamarau,"10","1189","2367","02800",Gisborne District
"207300",Wainui-Okitu,5.348872810000000,5.348872810000000,2040142.479499999899417,5704931.976300000213087,-38.694721170000001,178.059837539999990,Wainui-Okitu,"2","916","1716","02800",Gisborne District
"207400",Maungataniwha-Raupunga,2080.865402639999957,2080.865402639999957,1951509.463250000029802,5678523.147499999962747,-38.971756900000003,177.057060119999989,Maungataniwha-Raupunga,"10","1142","1188","02900",Wairoa District
"207500",Inland water Lake Waikaremoana,0.000000000000000,53.263445560000001,1953864.850099999923259,5700707.201249999925494,-38.771403939999999,177.072767040000002,Inland water Lake Waikaremoana,,,"0","02900",Wairoa District
"207600",Frasertown-Ruakituri,1332.985135809999974,1332.985135809999974,1977831.278050000080839,5696900.381950000301003,-38.795682110000001,177.349972409999992,Frasertown-Ruakituri,"8","1043","861","02900",Wairoa District
"207700",Whakaki,183.456042919999987,183.456042919999987,1993267.741699999896809,5671442.246799999848008,-39.017633689999997,177.541764029999996,Whakaki,"9","1110","675","02900",Wairoa District
"207800",Wairoa,7.567579870000000,7.567579870000000,1982515.670750000048429,5669585.014399999752641,-39.039084690000003,177.418980760000011,Wairoa,"10","1210","4527","02900",Wairoa District
"207900",Mahia,472.002288169999986,472.002288169999986,2008560.555099999997765,5674806.208150000311434,-38.980420260000002,177.715819460000006,Mahia,"10","1123","1119","02900",Wairoa District
"208000",Puketitiri-Tutira,2433.163889949999884,2433.163889949999884,1914618.744100000010803,5654984.820650000125170,-39.197458740000002,176.643006979999996,Puketitiri-Tutira,"5","976","1839","03000",Hastings District
"208100",Sherenden-Crownthorpe,765.662970019999989,765.662970019999989,1900896.517449999926612,5624583.115050000138581,-39.475751539999997,176.498014759999990,Sherenden-Crownthorpe,"2","924","1317","03000",Hastings District
"208200",Maraekakaho,820.407894169999963,820.407894169999963,1882987.879849999910221,5608516.984649999998510,-39.626349759999997,176.296995180000010,Maraekakaho,"2","922","1392","03000",Hastings District
"208300",Puketapu-Eskdale,244.978910890000009,244.978910890000009,1926305.340599999995902,5627775.579300000332296,-39.437794699999998,176.791257569999999,Puketapu-Eskdale,"2","928","2673","03000",Hastings District
"208400",Omahu-Pakowhai,45.777549940000000,45.777549940000000,1928193.757900000084192,5613369.921249999664724,-39.566592649999997,176.820247770000009,Omahu-Pakowhai,"7","1020","1434","03000",Hastings District
"208500",Bridge Pa,23.242511100000002,23.242511100000002,1922951.540950000053272,5606190.559100000187755,-39.633130819999998,176.762848060000010,Bridge Pa,"8","1032","1140","03000",Hastings District
"208600",Twyford,26.008846470000002,26.008846470000002,1927909.022399999899790,5609709.091099999845028,-39.599613849999997,176.818748940000006,Twyford,"4","956","807","03000",Hastings District
"208700",Poukawa,339.927654780000012,339.927654780000012,1917169.069399999920279,5592325.034749999642372,-39.759963790000000,176.702271150000001,Poukawa,"4","951","1365","03000",Hastings District
"208800",Flaxmere West,0.917279100000000,0.917279100000000,1923922.116799999959767,5608030.363800000399351,-39.616222850000000,176.773233860000005,Flaxmere West,"10","1257","2631","03000",Hastings District
"208900",Omahu Strip,1.939229930000000,1.939229930000000,1925140.944850000087172,5608327.137950000353158,-39.613092960000003,176.787256789999986,Omahu Strip,"6","999","177","03000",Hastings District
"209000",Lochain Park,0.936439650000000,0.936439650000000,1924659.962400000076741,5607629.615050000138581,-39.619546589999999,176.782007520000008,Lochain Park,"10","1186","2940","03000",Hastings District
"209100",Flaxmere Park,1.350633910000000,1.350633910000000,1925081.893249999964610,5607151.692699999548495,-39.623683409999998,176.787147110000006,Flaxmere Park,"10","1145","2604","03000",Hastings District
"209200",Flaxmere South,0.722589660000000,0.722589660000000,1925402.573950000107288,5606327.662200000137091,-39.630970189999999,176.791280209999996,Flaxmere South,"10","1224","2790","03000",Hastings District
"209300",Irongate,8.282518010000000,8.282518010000000,1926214.480699999956414,5605449.351649999618530,-39.638557720000001,176.801153050000011,Irongate,"4","964","345","03000",Hastings District
"209400",Frimley,2.025090650000000,2.025090650000000,1928707.332299999892712,5607221.911749999970198,-39.621668479999997,176.829259879999995,Frimley,"4","958","2859","03000",Hastings District
"209500",Camberley,0.930790740000000,0.930790740000000,1928372.083399999886751,5606308.971900000236928,-39.630004630000002,176.825815239999997,Camberley,"10","1237","2196","03000",Hastings District
"209600",Clive,14.866612460000001,14.866612460000001,1936069.766749999951571,5610781.856100000441074,-39.586810139999997,176.913037919999994,Clive,"5","966","2247","03000",Hastings District
"209700",St Leonards,1.030899550000000,1.030899550000000,1928979.717299999902025,5605760.233649999834597,-39.634704659999997,176.833152479999995,St Leonards,"8","1053","2646","03000",Hastings District
"209800",Mahora,0.940135570000000,0.940135570000000,1930380.746899999910966,5606885.436200000345707,-39.624049620000001,176.848880850000000,Mahora,"7","1026","2556","03000",Hastings District
"209900",Raureka,1.055581500000000,1.055581500000000,1928242.700299999909475,5605126.386350000277162,-39.640685990000001,176.824897349999986,Raureka,"9","1094","3033","03000",Hastings District
"210000",Cornwall Park,1.083444780000000,1.083444780000000,1929794.697699999902397,5606157.802899999544024,-39.630816959999997,176.842430259999986,Cornwall Park,"8","1062","3048","03000",Hastings District
"210100",Tomoana,3.265796930000000,3.265796930000000,1931657.966650000074878,5606767.708850000053644,-39.624614370000003,176.863787480000013,Tomoana,"8","1050","306","03000",Hastings District
"210200",Longlands-Pukahu,31.266741119999999,31.266741119999999,1928105.926049999892712,5601726.919449999928474,-39.671300410000001,176.824993549999988,Longlands-Pukahu,"5","971","1908","03000",Hastings District
"210300",Raceway Park,1.017147350000000,1.017147350000000,1928865.608900000108406,5604498.459300000220537,-39.646092070000002,176.832452719999992,Raceway Park,"8","1037","1920","03000",Hastings District
"210400",Karamu,13.294715350000001,13.294715350000001,1933361.993100000079721,5606291.326399999670684,-39.628235349999997,176.883836290000005,Karamu,"6","997","1311","03000",Hastings District
"210500",Hastings Central,1.417561800000000,1.417561800000000,1930095.948899999959394,5605165.324950000271201,-39.639623290000003,176.846427589999990,Hastings Central,"9","1108","444","03000",Hastings District
"210600",Tomoana Crossing,0.838072760000000,0.838072760000000,1930975.415150000015274,5606040.476999999955297,-39.631416160000001,176.856216200000006,Tomoana Crossing,"7","1022","2502","03000",Hastings District
"210700",Akina Park,1.025163380000000,1.025163380000000,1929539.294350000098348,5604022.053949999623001,-39.650115849999999,176.840524299999998,Akina Park,"9","1080","2313","03000",Hastings District
"210800",Queens Square,0.600580380000000,0.600580380000000,1930708.861150000011548,5604599.672500000335276,-39.644471910000000,176.853837040000002,Queens Square,"9","1068","1968","03000",Hastings District
"210900",Mayfair,1.068646800000000,1.068646800000000,1931550.353300000075251,5605044.427249999716878,-39.640148080000003,176.863399420000007,Mayfair,"10","1116","2979","03000",Hastings District
"211000",Parkhaven,1.015856300000000,1.015856300000000,1930181.878500000108033,5603500.352900000289083,-39.654558229999999,176.848257689999997,Parkhaven,"8","1050","2880","03000",Hastings District
"211100",Parkvale,1.241456840000000,1.241456840000000,1931297.764200000092387,5604019.553949999623001,-39.649459340000000,176.860975539999998,Parkvale,"6","992","2160","03000",Hastings District
"211200",Mangateretere,37.224919520000000,37.224919520000000,1936879.939599999925122,5605415.322650000452995,-39.634733349999998,176.925177969999993,Mangateretere,"1","906","1149","03000",Hastings District
"211300",Haumoana-Te Awanga,7.762740830000000,7.762740830000000,1941006.393249999964610,5605224.651399999856949,-39.634813800000003,176.973247869999994,Haumoana-Te Awanga,"5","965","1926","03000",Hastings District
"211400",Lucknow,0.577788210000000,0.577788210000000,1931982.949199999915436,5601628.184600000269711,-39.670691599999998,176.870144379999999,Lucknow,"9","1078","1461","03000",Hastings District
"211500",Karanema-St Hill,0.945391670000000,0.945391670000000,1933396.473500000080094,5602254.545649999752641,-39.664510960000001,176.886271260000001,Karanema-St Hill,"4","951","1950","03000",Hastings District
"211600",Havelock North-Central,0.473830860000000,0.473830860000000,1932652.735399999888614,5601787.931900000199676,-39.668995240000001,176.877855310000001,Havelock North-Central,"6","989","441","03000",Hastings District
"211700",Brookvale,1.739214060000000,1.739214060000000,1934187.993000000016764,5602750.635250000283122,-39.659742479999998,176.895226900000011,Brookvale,"1","892","2433","03000",Hastings District
"211800",Iona,1.466389440000000,1.466389440000000,1932491.286850000033155,5600883.024100000038743,-39.677192830000003,176.876432649999998,Iona,"2","928","2667","03000",Hastings District
"211900",Hereworth,1.615528400000000,1.615528400000000,1933917.113750000018626,5601332.822599999606609,-39.672593669999998,176.892792689999993,Hereworth,"1","901","2865","03000",Hastings District
"212000",Te Mata Hills,12.711247150000000,12.711247150000000,1934784.845100000035018,5599394.704649999737740,-39.689676790000000,176.903868999999986,Te Mata Hills,"1","873","984","03000",Hastings District
"212100",Havelock Hills,2.987209870000000,2.987209870000000,1933327.802900000009686,5600160.208049999549985,-39.683364869999998,176.886529080000003,Havelock Hills,"1","890","1530","03000",Hastings District
"212200",Kahuranaki,367.961313229999973,367.961313229999973,1937076.567150000017136,5590887.195150000043213,-39.765249599999997,176.934885059999999,Kahuranaki,"4","953","1413","03000",Hastings District
"212300",Bay View,29.166543420000000,29.166543420000000,1932067.477050000103191,5627112.468349999748170,-39.441556220000002,176.858394709999999,Bay View,"2","931","2238","03100",Napier City
"212400",Poraiti Hills,10.578220310000001,10.578220310000001,1929700.606799999950454,5620631.673100000247359,-39.500729829999997,176.834152630000006,Poraiti Hills,"1","891","732","03100",Napier City
"212500",Poraiti Flat,7.090141220000000,7.090141220000000,1931856.672500000102445,5621435.680100000463426,-39.492672689999999,176.858772499999986,Poraiti Flat,"1","895","1278","03100",Napier City
"212600",Westshore,0.932409540000000,0.932409540000000,1933870.004399999976158,5623357.038999999873340,-39.474621100000000,176.881171249999994,Westshore,"6","983","1143","03100",Napier City
"212700",Inlet Napier City,0.000000000000000,0.723295560000000,1933729.875500000081956,5622148.277750000357628,-39.485542080000002,176.880150450000002,Inlet Napier City,,,"0","03100",Napier City
"212800",Onekawa West,3.120363040000000,3.120363040000000,1933849.635849999962375,5620868.477599999867380,-39.497000880000002,176.882180640000001,Onekawa West,"7","1024","270","03100",Napier City
"212900",Ahuriri,0.978553300000000,1.144293080000000,1935244.144249999895692,5622396.149899999611080,-39.482725330000001,176.897593580000006,Ahuriri,"5","970","1161","03100",Napier City
"213000",Taradale West,1.686672360000000,1.686672360000000,1929935.229800000088289,5617800.396449999883771,-39.526093920000001,176.838277919999996,Taradale West,"1","891","1857","03100",Napier City
"213100",Greenmeadows West,1.104294800000000,1.104294800000000,1931289.597499999916181,5618874.856549999676645,-39.515913419999997,176.853465840000013,Greenmeadows West,"1","912","2025","03100",Napier City
"213200",Taradale South,5.067693300000000,5.067693300000000,1929132.973650000058115,5615928.123049999587238,-39.543233930000000,176.829890729999988,Taradale South,"4","957","2685","03100",Napier City
"213300",Bluff Hill,1.890238380000000,1.890238380000000,1936784.482700000051409,5622541.754549999721348,-39.480815170000000,176.915389129999994,Bluff Hill,"4","953","2610","03100",Napier City
"213400",Hospital Hill,1.494319450000000,1.494319450000000,1935597.035649999976158,5621622.441949999891222,-39.489543210000001,176.902076740000012,Hospital Hill,"3","947","2892","03100",Napier City
"213500",Tamatea West,0.632295120000000,0.632295120000000,1932155.836249999934807,5619172.157650000415742,-39.512906469999997,176.863371949999987,Tamatea West,"8","1034","2001","03100",Napier City
"213600",Tamatea North,0.660420330000000,0.660420330000000,1932958.349649999989197,5619694.119500000029802,-39.507903700000000,176.872425279999987,Tamatea North,"9","1063","1683","03100",Napier City
"213700",Taradale Central,1.177473770000000,1.177473770000000,1930897.874349999940023,5617441.665249999612570,-39.528948900000003,176.849631439999996,Taradale Central,"4","955","2607","03100",Napier City
"213800",Tamatea East,0.632017120000000,0.632017120000000,1932639.771600000094622,5618811.630199999548495,-39.515960530000001,176.869168739999992,Tamatea East,"8","1039","1731","03100",Napier City
"213900",Marewa West,0.792261030000000,0.792261030000000,1935027.320850000018254,5620573.270449999719858,-39.499196939999997,176.895994129999991,Marewa West,"7","1006","1734","03100",Napier City
"214000",Greenmeadows Central,0.952613120000000,0.952613120000000,1931955.541849999921396,5618107.310449999757111,-39.522556840000000,176.861578089999995,Greenmeadows Central,"4","964","1473","03100",Napier City
"214100",Onekawa Central,0.677010880000000,0.677010880000000,1934385.153299999888986,5619845.637950000353158,-39.505988029999997,176.888907689999996,Onekawa Central,"6","992","1503","03100",Napier City
"214200",Pirimai West,0.613909660000000,0.613909660000000,1933474.956199999898672,5619073.377550000324845,-39.513283940000001,176.878731439999996,Pirimai West,"7","1015","1611","03100",Napier City
"214300",Napier Central,0.837721220000000,0.837721220000000,1936756.420300000114366,5621212.220850000157952,-39.492778020000003,176.915734920000006,Napier Central,"9","1080","420","03100",Napier City
"214400",Greenmeadows South,0.851264790000000,0.851264790000000,1932438.251699999906123,5617714.139200000092387,-39.525904900000000,176.867377720000007,Greenmeadows South,"7","1007","2064","03100",Napier City
"214500",Nelson Park,0.781008910000000,0.781008910000000,1936068.831000000005588,5620699.752249999903142,-39.497653710000002,176.908015570000003,Nelson Park,"8","1038","2181","03100",Napier City
"214600",Bledisloe Park,0.882716800000000,0.882716800000000,1931464.310550000052899,5616811.737999999895692,-39.534393719999997,176.856521090000001,Bledisloe Park,"5","965","2319","03100",Napier City
"214700",Pirimai East,0.762387100000000,0.762387100000000,1933769.156250000000000,5618499.834549999795854,-39.518325849999997,176.882433440000000,Pirimai East,"7","1011","2241","03100",Napier City
"214800",Onekawa East,0.636175800000000,0.636175800000000,1934950.266300000017509,5619450.950000000186265,-39.509316269999999,176.895664159999995,Onekawa East,"10","1161","1632","03100",Napier City
"214900",Tareha Reserve,1.723861380000000,1.723861380000000,1930980.892049999907613,5615763.047949999570847,-39.544007919999999,176.851430359999995,Tareha Reserve,"6","995","2988","03100",Napier City
"215000",Marewa East,1.403835640000000,1.403835640000000,1935913.619299999903888,5619613.860500000417233,-39.507476040000000,176.906761969999991,Marewa East,"10","1159","3387","03100",Napier City
"215100",Onekawa South,1.086076040000000,1.086076040000000,1934578.088999999919906,5618683.245749999769032,-39.516362610000002,176.891730529999990,Onekawa South,"10","1116","3183","03100",Napier City
"215200",McLean Park,1.341790950000000,1.341790950000000,1936712.332050000084564,5619487.193400000222027,-39.508302399999998,176.916094899999990,McLean Park,"7","1030","2550","03100",Napier City
"215300",Maraenui,1.052430710000000,1.052430710000000,1935608.334999999962747,5618704.253050000406802,-39.515772239999997,176.903677460000011,Maraenui,"10","1259","3504","03100",Napier City
"215400",Meeanee-Awatoto,24.296116460000000,24.296116460000000,1934557.346600000048056,5615596.934899999760091,-39.544115689999998,176.893041360000012,Meeanee-Awatoto,"3","935","2541","03100",Napier City
"215500",Mangaonuku,537.418056750000005,537.418056750000005,1892546.760299999965355,5588432.307950000278652,-39.803783740000000,176.417092559999986,Mangaonuku,"5","968","948","03200",Central Hawke's Bay District
"215600",Makaretu,788.699289479999948,788.699289479999948,1883042.469400000059977,5573467.190750000067055,-39.941608719999998,176.312731420000006,Makaretu,"6","994","2430","03200",Central Hawke's Bay District
"215700",Waipawa,6.802324130000000,6.802324130000000,1906860.858650000067428,5572750.442250000312924,-39.939759039999998,176.591343099999989,Waipawa,"7","1022","2085","03200",Central Hawke's Bay District
"215800",Waipukurau West,5.772653460000000,5.772653460000000,1902259.870349999982864,5566526.457000000402331,-39.997383640000002,176.540483020000011,Waipukurau West,"8","1058","2517","03200",Central Hawke's Bay District
"215900",Mangarara,838.267404940000006,838.267404940000006,1921265.807800000067800,5566563.945150000043213,-39.990037170000001,176.762648579999990,Mangarara,"5","971","2400","03200",Central Hawke's Bay District
"216000",Waipukurau East,2.262757610000000,2.262757610000000,1903927.670300000114366,5565911.503150000236928,-40.002315459999998,176.560270650000007,Waipukurau East,"7","1024","1869","03200",Central Hawke's Bay District
"216100",Taurekaitai,1153.824324160000060,1153.824324160000060,1900726.653799999970943,5543258.694349999539554,-40.207166610000002,176.533377159999986,Taurekaitai,"5","976","1893","03200",Central Hawke's Bay District
"216200",Port Taranaki,1.569086640000000,1.569086640000000,1689063.631049999967217,5675974.318199999630451,-39.060780350000002,174.029416120000008,Port Taranaki,,,"9","03300",New Plymouth District
"216300",Spotswood,3.455964640000000,3.455964640000000,1688606.415899999905378,5674849.079450000077486,-39.070965070000000,174.024278839999994,Spotswood,"8","1057","3633","03300",New Plymouth District
"216400",Omata,21.599505709999999,21.599505709999999,1688080.821900000097230,5672263.268000000156462,-39.094315920000000,174.018538930000005,Omata,"2","914","939","03300",New Plymouth District
"216500",Oakura,1.677176300000000,1.677176300000000,1682184.421749999979511,5669815.136699999682605,-39.116949140000003,173.950660150000004,Oakura (New Plymouth District),"2","916","1539","03300",New Plymouth District
"216600",Moturoa,1.016722730000000,1.016722730000000,1690698.164799999911338,5675742.058199999853969,-39.062704680000003,174.048336430000006,Moturoa,"7","1011","1809","03300",New Plymouth District
"216700",Kaitake,170.202086240000000,170.202086240000000,1681364.206199999898672,5661362.044049999676645,-39.193187610000003,173.942188829999992,Kaitake,"4","959","1932","03300",New Plymouth District
"216800",Blagdon-Lynmouth,1.158569770000000,1.158569770000000,1690245.442749999929219,5674855.410000000149012,-39.070740080000000,174.043222039999989,Blagdon-Lynmouth,"8","1034","2523","03300",New Plymouth District
"216900",Kawaroa,1.132872190000000,1.132872190000000,1692199.668449999997392,5675558.893249999731779,-39.064197649999997,174.065713619999997,Kawaroa,"7","1011","2328","03300",New Plymouth District
"217000",New Plymouth Central,1.259672060000000,1.259672060000000,1693044.943800000008196,5676347.606100000441074,-39.057001919999998,174.075374540000013,New Plymouth Central,"8","1035","1110","03300",New Plymouth District
"217100",Marfell,0.733325300000000,0.733325300000000,1690576.472649999894202,5674376.139449999667704,-39.075023889999997,174.047111910000012,Marfell,"10","1163","1665","03300",New Plymouth District
"217200",Whalers Gate,2.085334430000000,2.085334430000000,1689694.475700000068173,5673190.155399999581277,-39.085800419999998,174.037073560000010,Whalers Gate,"3","935","2274","03300",New Plymouth District
"217300",Strandon,1.764783820000000,1.764783820000000,1694726.404150000074878,5676694.789200000464916,-39.053693129999999,174.094756569999987,Strandon,"4","956","2535","03300",New Plymouth District
"217400",Westown,2.374406340000000,2.374406340000000,1691701.267950000008568,5674390.813149999827147,-39.074774200000000,174.060111089999992,Westown (New Plymouth),"8","1037","4404","03300",New Plymouth District
"217500",Bell Block West,4.191177510000000,4.191177510000000,1698465.389500000048429,5679283.944400000385940,-39.029952520000002,174.137586160000012,Bell Block West,"6","994","4242","03300",New Plymouth District
"217600",Bell Block East,7.671588610000000,7.671588610000000,1701292.787350000115111,5680774.082499999552965,-39.016204100000003,174.170023930000013,Bell Block East,"4","955","2799","03300",New Plymouth District
"217700",Waiwhakaiho-Bell Block South,7.354275650000000,7.354275650000000,1700765.610099999932572,5678539.604550000280142,-39.036396439999997,174.164265959999994,Waiwhakaiho-Bell Block South,"7","1025","105","03300",New Plymouth District
"217800",Lower Vogeltown,1.500083050000000,1.500083050000000,1693271.052350000012666,5674669.324599999934435,-39.072098529999998,174.078217400000000,Lower Vogeltown,"7","1021","2865","03300",New Plymouth District
"217900",Hurdon,3.765176520000000,3.765176520000000,1690851.741200000047684,5672117.252199999988079,-39.095347179999997,174.050595539999989,Hurdon,"4","953","2220","03300",New Plymouth District
"218000",Frankleigh Park,2.106812510000000,2.106812510000000,1692555.517699999967590,5673333.241249999962747,-39.084212370000003,174.070128979999993,Frankleigh Park,"5","980","2979","03300",New Plymouth District
"218100",Merrilands,1.718449240000000,1.718449240000000,1695343.730949999997392,5675482.716950000263751,-39.064546229999998,174.102059580000002,Merrilands,"7","1007","2925","03300",New Plymouth District
"218200",Ferndale,1.791427810000000,1.791427810000000,1691502.547500000102445,5672730.803500000387430,-39.089751239999998,174.058037560000002,Ferndale,"1","907","738","03300",New Plymouth District
"218300",Welbourn,6.494450050000000,6.494450050000000,1694541.716550000011921,5673143.346549999900162,-39.085710239999997,174.093116000000009,Welbourn,"7","1006","3261","03300",New Plymouth District
"218400",Fitzroy-Glen Avon,16.980919419999999,16.980919419999999,1697194.374749999959022,5674380.643500000238419,-39.074271279999998,174.123604449999988,Fitzroy-Glen Avon,"5","969","3504","03300",New Plymouth District
